step,edge,vehCount,halting,meanSpeed,occupancy,flow_in_veh_s
18,B0B1,0,0,13.89,0.0,0.000000
18,B0C0,0,0,13.89,0.0,0.000000
18,B1A1,3,1,8.474915301380076,0.11061946902654868,0.000000
18,B1B0,1,0,12.179209364922926,0.03687315634218289,0.000000
18,B1B2,3,1,8.487079953406967,0.11061946902654868,0.000000
18,B1C1,1,0,11.807126710971444,0.03687315634218289,0.000000
18,B2A2,0,0,13.89,0.0,0.000000
18,B2B1,2,0,11.844323939682578,0.07374631268436578,0.000000
18,B2C2,1,0,10.564455669901985,0.03581661891117479,0.000000
18,C0B0,0,0,13.89,0.0,0.000000
18,C0C1,0,0,13.89,0.0,0.000000
18,C1B1,0,0,13.89,0.0,0.000000
18,C1C0,0,0,13.89,0.0,0.000000
18,C1C2,0,0,13.89,0.0,0.000000
18,C2B2,0,0,13.89,0.0,0.000000
18,C2C1,2,0,12.833846463429824,0.07163323782234958,1000.000000
19,A0A1,1,0,14.392219761238197,0.03581661891117479,0.000000
19,A0B0,0,0,13.89,0.0,0.000000
19,A1A0,1,0,4.880450510097194,0.04618781197111289,0.000000
19,A1A2,1,0,10.998620803222419,0.03581661891117479,0.000000
19,A1B1,2,1,7.054333682796199,0.07374631268436578,0.000000
19,A2A1,0,0,13.89,0.0,0.000000
19,A2B2,0,0,13.89,0.0,0.000000
19,B0A0,0,0,13.89,0.0,0.000000
19,B0B1,0,0,13.89,0.0,0.000000
19,B0C0,0,0,13.89,0.0,0.000000
19,B1A1,3,1,8.40878655979619,0.11061946902654868,0.000000
19,B1B0,1,0,10.963918219688559,0.03687315634218289,0.000000
19,B1B2,3,1,8.0310148915472,0.11061946902654868,0.000000
19,B1C1,1,0,13.885376391002357,0.03687315634218289,0.000000
19,B2A2,0,0,13.89,0.0,0.000000
19,B2B1,2,0,12.109187859917652,0.07374631268436578,0.000000
19,B2C2,1,0,7.719415488576232,0.03581661891117479,0.000000
19,C0B0,0,0,13.89,0.0,0.000000
19,C0C1,0,0,13.89,0.0,0.000000
19,C1B1,0,0,13.89,0.0,0.000000
19,C1C0,1,0,16.087398,0.03581661891117479,1000.000000
19,C1C2,0,0,13.89,0.0,0.000000
19,C2B2,0,0,13.89,0.0,0.000000
19,C2C1,1,0,12.631565968141922,0.03581661891117479,0.000000
20,A0A1,1,0,15.341035669218511,0.03581661891117479,0.000000
20,A0B0,0,0,13.89,0.0,0.000000
20,A1A0,1,0,3.8710126221083203,0.03581661891117479,0.000000
20,A1A2,1,0,6.498620803222419,0.03581661891117479,0.000000
20,A1B1,2,1,6.001058711136805,0.07374631268436578,0.000000
20,A2A1,0,0,13.89,0.0,0.000000
20,A2B2,0,0,13.89,0.0,0.000000
20,B0A0,1,0,14.141409000000001,0.03581661891117479,1000.000000
20,B0B1,0,0,13.89,0.0,0.000000
20,B0C0,0,0,13.89,0.0,0.000000
20,B1A1,3,1,8.25702988700219,0.11061946902654868,0.000000
20,B1B0,1,0,11.798447289685928,0.03687315634218289,0.000000
20,B1B2,3,1,7.083365739588932,0.11061946902654868,0.000000
20,B1C1,1,0,13.10593079137747,0.03687315634218289,0.000000
20,B2A2,0,0,13.89,0.0,0.000000
20,B2B1,2,0,12.025075303519612,0.07374631268436578,0.000000
20,B2C2,0,0,13.89,0.013663248168880341,0.000000
20,C0B0,0,0,13.89,0.0,0.000000
